Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit,Sales Amount,Order_Year,Order_Month,Order_Day
Zudio,India,Delhi,Chennai,Kids,Skirts,3,412841,Rented,11-10-2023,1300,Michael Nguyen,M55,"36923 Thomas Station Suite 454 Morrisfurt, DE 76615",10 AM - 9 PM,10,Not Available,CCTV,96690,16-07-2024,July,971695,Joshua Lambert Jr.,473,1028,3,1233.6,3084,2024,7,16
Zudio,India,Tamil Nadu,Guwahati,Kids,Dresses,25,402842,Owned,25-11-2020,1100,Kenneth Leonard,M48,"729 Schaefer Corners Suite 220 Bestchester, KS 79625",10 AM - 7 PM,10,Not Available,"CCTV, Alarm",25580,29-01-2024,January,221867,Nancy Richard,933,2911,6,6986.4,17466,2024,1,29
Zudio,India,Rajasthan,Agra,Kids,Pants,74,400033,Rented,16-09-2023,1400,Richard Evans,M24,"7498 Lindsey Extensions Suite 472 East Brittanyberg, ME 99472",11 AM - 8 PM,18,Not Available,CCTV,10709,28-01-2024,January,940403,Summer Young,589,1154,1,461.6,1154,2024,1,28
Zudio,India,Rajasthan,Kanpur,Women,Hoodies,63,409494,Rented,06-03-2022,800,Jacqueline Moss,M70,"517 Karen Meadow Lake Jennifertown, AK 29448",9 AM - 8 PM,20,Not Available,"CCTV, Alarm",75018,10-06-2024,June,653858,Bryan Henry,279,1226,2,980.8,2452,2024,6,10
Zudio,India,West Bengal,Surat,Women,Hoodies,28,418739,Rented,20-03-2021,1400,Stephanie Williams,M26,"5570 Angela Knolls Gravesland, MN 12260",9 AM - 8 PM,12,Not Available,,51621,15-11-2024,November,797506,Brandon Nielsen,293,2091,5,4182,10455,2024,11,15
Zudio,India,Gujarat,Pondicherry,Kids,Dresses,80,431057,Rented,29-08-2021,800,Mark Santos,M4,"08740 Walker Walks Lake Logan, TX 32217",11 AM - 8 PM,17,Available,CCTV,88735,19-04-2024,April,581164,Michael Knight,811,2599,6,6237.6,15594,2024,4,19
Zudio,India,Karnataka,Kolhapur,Women,Pants,83,433773,Rented,26-12-2020,800,William Powell,M28,"9305 Ramirez Causeway Apt. 748 East Ryanview, VA 12215",10 AM - 7 PM,11,Not Available,"CCTV, Alarm",51205,04-07-2024,July,256563,Mr. Keith Harrison,432,1800,4,2880,7200,2024,7,4
Zudio,India,Maharashtra,Jalna,Kids,Hoodies,43,421188,Rented,02-06-2023,1200,John Smith,M56,"6099 Christine Wall Port Rebecca, MA 18251",11 AM - 8 PM,8,Not Available,"CCTV, Alarm",17891,13-10-2024,October,972160,Charles Burch,742,2511,8,8035.2,20088,2024,10,13
Zudio,India,Rajasthan,Kolhapur,Women,Sweaters,66,427817,Rented,14-09-2024,1000,Nathaniel King,M39,"829 Hayes Ford Joshuaview, AR 30012",9 AM - 8 PM,17,Available,,53244,02-12-2024,December,335771,Steven Terry,398,2855,1,1142,2855,2024,12,2
Zudio,India,Gujarat,Mumbai,Men,Dresses,13,417365,Owned,28-03-2022,1000,Lisa Jones,M93,"874 Dillon Burgs Suite 081 Wrightview, MS 00592",9 AM - 8 PM,12,Not Available,"CCTV, Alarm",80690,01-06-2024,June,506583,Beth Burnett,599,2954,2,2363.2,5908,2024,6,1
Zudio,India,Gujarat,Kolhapur,Kids,Jackets,34,425037,Rented,23-05-2021,1300,Thomas Crane,M35,"2816 Gabriel Villages Apt. 029 Stevenburgh, VT 20605",10 AM - 7 PM,19,Not Available,"CCTV, Alarm",82518,27-04-2024,April,217811,Laura Bailey,496,1554,5,3108,7770,2024,4,27
Zudio,India,Gujarat,Madurai,Men,Skirts,14,430436,Rented,25-04-2024,1300,Deborah Williams,M92,"26706 Powers Land Suite 967 West Nancy, AK 31842",11 AM - 8 PM,11,Not Available,Alarm,65216,07-05-2024,May,487184,Samuel Garcia,672,956,8,3059.2,7648,2024,5,7
Zudio,India,West Bengal,Bengaluru,Women,Jeans,70,402174,Rented,15-09-2022,1100,Justin Rodriguez,M35,"078 Travis Via Pagefurt, WI 85849",9 AM - 8 PM,7,Available,Alarm,22797,21-02-2024,February,241308,Casey Henry,856,675,1,270,675,2024,2,21
Zudio,India,Gujarat,Pune,Women,T-shirts,60,438466,Rented,14-09-2023,1000,Samantha Butler,M32,"PSC 8674, Box 5659 APO AP 95686",11 AM - 8 PM,12,Available,Alarm,18449,29-06-2024,June,481499,Mrs. Carmen Johnson DDS,452,2617,8,8374.4,20936,2024,6,29
Zudio,India,Rajasthan,Jammu,Kids,Jackets,31,400035,Owned,27-06-2023,1400,Christopher Lopez,M31,"52351 Allen Prairie New Tylershire, WY 96467",10 AM - 9 PM,5,Available,Alarm,54160,17-06-2024,June,852917,Tiffany White,680,1068,1,427.2,1068,2024,6,17
Zudio,India,Delhi,Ranchi,Women,Jeans,42,418752,Rented,22-05-2024,1000,Bobby Neal,M44,"64415 Allison Glens Apt. 168 Andersonhaven, CO 68406",10 AM - 7 PM,6,Not Available,Alarm,40014,15-04-2024,April,725236,Sydney Marks,619,2077,5,4154,10385,2024,4,15
Zudio,India,Uttar Pradesh,Kochi,Men,Sweaters,30,413321,Owned,29-06-2024,1000,Kevin Nichols,M50,"53352 Meredith Gardens Port Erin, TN 60860",10 AM - 9 PM,20,Not Available,"CCTV, Alarm",52320,15-08-2024,August,165113,Joe Case,632,2194,4,3510.4,8776,2024,8,15
Zudio,India,West Bengal,Mysuru,Kids,Jeans,28,405625,Rented,07-11-2023,950,Renee Alvarez,M31,"73556 Bryan Creek Apt. 800 New Julia, WY 29936",9 AM - 8 PM,15,Available,"CCTV, Alarm",76703,14-07-2024,July,350242,Jessica Hill,455,2013,6,4831.2,12078,2024,7,14
Zudio,India,Karnataka,Ahmedabad,Women,Dresses,62,405306,Rented,05-01-2023,1300,Sandra Hernandez,M70,"69741 Williams Fords Suite 226 Hamptonchester, WI 47865",10 AM - 9 PM,18,Available,Alarm,76083,09-08-2024,August,366364,Elizabeth Saunders,880,2359,8,7548.8,18872,2024,8,9
Zudio,India,Maharashtra,Meerut,Men,Shirts,91,407347,Rented,20-12-2022,950,Matthew Martin,M37,"7173 Arnold Skyway Port Keith, IL 83619",9 AM - 8 PM,20,Available,,11387,20-02-2024,February,999673,Alyssa Shields DVM,430,2815,4,4504,11260,2024,2,20
Zudio,India,Rajasthan,Ahmedabad,Women,Shirts,48,415832,Owned,26-10-2022,950,Craig Mitchell,M49,"07034 Jensen Motorway Apt. 136 North Jasmineside, IL 71655",11 AM - 8 PM,19,Available,,76058,09-01-2024,January,267185,Kimberly Brown,335,1874,7,5247.2,13118,2024,1,9
Zudio,India,Uttar Pradesh,Chennai,Women,Dresses,69,421510,Owned,02-12-2023,1400,William Kramer,M31,"63593 Ford Junctions Grahamfurt, LA 30246",11 AM - 8 PM,4,Not Available,"CCTV, Alarm",85613,04-07-2024,July,210074,Eric Liu,943,1605,2,1284,3210,2024,7,4
Zudio,India,Gujarat,Patna,Kids,Shirts,24,419833,Rented,01-06-2021,1100,Ryan Davis,M28,"PSC 1557, Box 2423 APO AP 46756",11 AM - 8 PM,13,Not Available,,66046,15-09-2024,September,872259,Chad Stephens,935,2142,8,6854.4,17136,2024,9,15
Zudio,India,Uttar Pradesh,Ranchi,Kids,Jeans,36,424912,Owned,19-02-2022,800,Johnny Lynn,M51,"873 Luis Crossing South Ianmouth, AK 44071",10 AM - 9 PM,13,Not Available,Alarm,62525,18-01-2024,January,584770,Shawn Martinez,673,1550,2,1240,3100,2024,1,18
Zudio,India,Delhi,Meerut,Men,Skirts,48,428126,Rented,04-08-2023,1400,Amber Barnes,M44,Unit 0091 Box 8851 DPO AP 41533,9 AM - 8 PM,15,Available,Alarm,27731,16-01-2024,January,492082,Jennifer Cox,852,2028,1,811.2,2028,2024,1,16
Zudio,India,Gujarat,Nashik,Women,Shirts,33,414089,Owned,17-01-2020,1000,Tammy Bentley,M90,"685 Michael Corners Suite 220 Juliafurt, MS 79169",10 AM - 7 PM,15,Available,"CCTV, Alarm",62370,26-01-2024,January,100508,Brianna Valdez,243,2233,3,2679.6,6699,2024,1,26
Zudio,India,Uttar Pradesh,Lucknow,Men,Shirts,99,405792,Rented,22-09-2023,1000,Debbie Harris,M36,Unit 8379 Box 7731 DPO AP 97680,10 AM - 7 PM,15,Not Available,CCTV,35343,14-05-2024,May,165971,Amy Bennett,434,2314,2,1851.2,4628,2024,5,14
Zudio,India,Gujarat,New Delhi,Kids,Shoes,31,428902,Rented,13-06-2024,1300,Ryan Lyons,M6,"6727 Sanders Radial Bellfort, NV 41999",11 AM - 8 PM,20,Not Available,Alarm,85572,12-09-2024,September,930038,Brianna Johnson,710,873,4,1396.8,3492,2024,9,12
Zudio,India,Uttar Pradesh,Jammu,Men,Tops,78,408505,Owned,12-11-2020,1400,Julie Miller,M88,"16438 John Mountain Apt. 269 Stevensland, MA 39936",11 AM - 8 PM,3,Not Available,CCTV,20885,26-03-2024,March,303620,James Taylor,760,2109,2,1687.2,4218,2024,3,26
Zudio,India,Rajasthan,Jalna,Men,Shoes,78,435821,Owned,07-07-2024,1100,Nathan Anderson,M93,"06237 Thomas Cape Christopherville, IN 31480",11 AM - 8 PM,16,Available,"CCTV, Alarm",98510,25-01-2024,January,262024,Mary Martinez,848,1701,3,2041.2,5103,2024,1,25
Zudio,India,Gujarat,Chandigarh,Men,Jackets,99,424283,Owned,25-09-2020,1300,Stephen Moore,M5,"5491 Wade River Suite 424 Loriborough, NC 73031",9 AM - 8 PM,13,Not Available,Alarm,83040,09-01-2024,January,534339,Maria Oliver,471,655,7,1834,4585,2024,1,9
Zudio,India,Karnataka,Jaipur,Women,Sweaters,14,425974,Owned,29-12-2023,950,Patricia Lee,M89,"1386 Adams River Suite 700 Marisaside, NY 84355",9 AM - 8 PM,17,Available,,21279,05-09-2024,September,172846,Matthew Newton,936,2655,6,6372,15930,2024,9,5
Zudio,India,Delhi,Indore,Men,Pants,96,401292,Rented,21-12-2023,1300,Amy Brock,M45,"PSC 5160, Box 6166 APO AE 61075",11 AM - 8 PM,17,Available,"CCTV, Alarm",24275,25-01-2024,January,792847,Amber Bailey,301,2502,5,5004,12510,2024,1,25
Zudio,India,Maharashtra,Meerut,Men,Shoes,86,421068,Rented,21-05-2024,950,Ashley Russell,M31,"881 Kim Orchard Apt. 100 Rogerstown, DC 04274",10 AM - 7 PM,10,Available,Alarm,81810,24-02-2024,February,940498,Allen Hubbard,784,2009,3,2410.8,6027,2024,2,24
Zudio,India,Rajasthan,Ranchi,Men,Dresses,78,414723,Rented,09-11-2020,950,Tracy Todd,M37,"2024 Adam Villages Apt. 540 New Lindsey, IL 75305",10 AM - 9 PM,17,Available,CCTV,39237,15-01-2024,January,966393,Lindsay Trujillo,792,843,5,1686,4215,2024,1,15
Zudio,India,Delhi,Lucknow,Kids,Jackets,58,438611,Owned,16-06-2020,1100,Cindy Hunter,M50,"822 Castillo Wall Apt. 161 North Samantha, LA 66666",9 AM - 8 PM,16,Available,CCTV,25311,25-10-2024,October,196617,James Hanson,916,543,4,868.8,2172,2024,10,25
Zudio,India,Karnataka,Bengaluru,Women,Jackets,37,421429,Rented,22-10-2023,1000,Alan Spencer,M26,"PSC 4241, Box 2701 APO AP 24844",9 AM - 8 PM,12,Not Available,Alarm,55129,14-08-2024,August,513593,Mitchell Chapman,402,1301,8,4163.2,10408,2024,8,14
Zudio,India,West Bengal,Nashik,Kids,Skirts,24,415462,Rented,31-05-2023,1000,Mr. Nathan Collins,M29,USNV Warren FPO AA 09960,10 AM - 9 PM,10,Not Available,,29558,13-06-2024,June,809435,Jennifer Wood,945,2473,5,4946,12365,2024,6,13
Zudio,India,Rajasthan,Lucknow,Men,Jeans,94,421121,Rented,18-11-2020,950,Dr. Nicole Lynch,M90,"5562 Alexis Isle Apt. 485 Cooperborough, MT 08573",10 AM - 7 PM,12,Not Available,Alarm,55778,03-07-2024,July,211723,Julie Shannon,814,2948,7,8254.4,20636,2024,7,3
Zudio,India,Delhi,Vadodara,Men,Shoes,97,420168,Rented,16-09-2023,950,Michael Thompson,M99,"121 Ortiz Cliffs Apt. 983 South Michaelfurt, WI 03730",10 AM - 9 PM,8,Available,Alarm,97055,13-01-2024,January,356140,Christopher Larsen,512,2812,4,4499.2,11248,2024,1,13
Zudio,India,Rajasthan,Lucknow,Kids,Sweaters,41,436903,Rented,17-04-2021,1300,Tracy Sanchez,M81,"2957 Peterson Walks South Shelley, TN 18533",10 AM - 9 PM,6,Available,Alarm,99220,21-02-2024,February,945913,Pamela Jackson,328,2491,3,2989.2,7473,2024,2,21
Zudio,India,Tamil Nadu,Ahmedabad,Kids,Hoodies,56,419893,Rented,21-11-2021,1400,Levi Tucker,M99,"7252 Stacie Crescent Suite 358 Port Laurieburgh, RI 82724",9 AM - 8 PM,17,Not Available,Alarm,82101,18-03-2024,March,785213,Sean Lee,447,1291,2,1032.8,2582,2024,3,18
Zudio,India,Karnataka,Jammu,Kids,T-shirts,45,407597,Rented,30-07-2021,950,Christopher Johnson,M5,"18321 Romero Route West Anna, CA 38573",10 AM - 7 PM,4,Available,Alarm,79656,20-11-2024,November,997025,Daniel Young,958,2969,4,4750.4,11876,2024,11,20
Zudio,India,Gujarat,Hyderabad,Women,Dresses,71,438656,Rented,18-04-2024,1100,Joseph Gonzalez,M53,"8040 Robles Points Christinafort, TN 27225",10 AM - 9 PM,20,Not Available,CCTV,51615,21-06-2024,June,305281,Pamela James,444,1167,7,3267.6,8169,2024,6,21
Zudio,India,West Bengal,Hyderabad,Men,Shoes,28,403504,Owned,20-04-2021,1200,Miranda Smith,M29,Unit 8711 Box 6440 DPO AA 48942,10 AM - 7 PM,15,Available,,45317,15-01-2024,January,992195,John Vance,324,2977,6,7144.8,17862,2024,1,15
Zudio,India,Maharashtra,Bengaluru,Women,Hoodies,52,400198,Rented,02-09-2021,800,Sally Gonzalez,M70,"71809 Ashley Tunnel Sydneyburgh, NV 37701",10 AM - 9 PM,17,Not Available,"CCTV, Alarm",36144,21-03-2024,March,902004,Rebecca Wilson,561,1848,4,2956.8,7392,2024,3,21
Zudio,India,Uttar Pradesh,Vadodara,Women,Hoodies,41,431451,Rented,09-06-2024,1100,Joshua Hoffman,M27,"8749 Henderson Harbor Eugenemouth, NC 10224",9 AM - 8 PM,6,Not Available,Alarm,58312,06-08-2024,August,713851,Jacqueline Davis,485,2127,6,5104.8,12762,2024,8,6
Zudio,India,Gujarat,Guwahati,Kids,Hoodies,3,414762,Owned,05-12-2023,1100,Kenneth Benjamin,M26,"991 Joel Cliffs Apt. 243 Brandonfurt, MO 32096",9 AM - 8 PM,7,Available,,52237,24-04-2024,April,206602,Spencer Zimmerman,259,738,8,2361.6,5904,2024,4,24
Zudio,India,Tamil Nadu,New Delhi,Kids,Sweaters,91,407022,Owned,17-11-2021,950,Randall Delgado,M18,"5340 Christopher River North Thomas, TX 61569",10 AM - 9 PM,6,Not Available,,54582,29-01-2024,January,580046,Colin Watkins,775,2222,8,7110.4,17776,2024,1,29
Zudio,India,Rajasthan,Kanpur,Women,Shirts,100,401133,Rented,07-12-2022,800,Susan Johnson,M9,"52986 Cole Field Suite 001 North Amandashire, MO 93529",11 AM - 8 PM,13,Available,CCTV,93083,08-02-2024,February,702263,Travis Johnson,359,1431,7,4006.8,10017,2024,2,8
Zudio,India,Gujarat,Bengaluru,Kids,Sweaters,14,403543,Owned,26-09-2022,1400,Mr. Richard Mejia,M99,"513 Ronald Shoal Carrieview, OK 24536",10 AM - 7 PM,18,Not Available,"CCTV, Alarm",18200,10-02-2024,February,838225,Veronica Moreno,772,1069,7,2993.2,7483,2024,2,10
Zudio,India,Maharashtra,Mumbai,Women,Jackets,14,431864,Rented,04-06-2024,1300,Anthony Barrera,M53,"8436 Tracey Plaza North Matthew, IA 31929",10 AM - 9 PM,9,Not Available,CCTV,85580,10-07-2024,July,964692,Tiffany Thomas,295,2578,3,3093.6,7734,2024,7,10
Zudio,India,West Bengal,Patna,Women,T-shirts,64,420705,Rented,13-02-2023,950,Scott Harris,M75,"5636 Christopher Throughway Apt. 942 Lake Kimberlyside, TN 36456",10 AM - 9 PM,9,Available,,69746,18-05-2024,May,183178,Gregory Schmidt,778,2232,7,6249.6,15624,2024,5,18
Zudio,India,Delhi,Thane,Men,Tops,43,426775,Owned,14-09-2021,800,Scott Berg,M7,"05315 Schaefer Ridges Lake Kyle, OK 89486",9 AM - 8 PM,16,Not Available,,83577,07-08-2024,August,587711,William Perry,632,1196,6,2870.4,7176,2024,8,7
Zudio,India,Maharashtra,Agra,Women,Sweaters,14,434760,Rented,12-03-2023,1400,Robert Ortiz,M83,"5728 Johnson Creek Suite 761 Rasmussenland, DE 23766",10 AM - 9 PM,9,Not Available,"CCTV, Alarm",30948,26-01-2024,January,595099,Julie Garner,615,1792,7,5017.6,12544,2024,1,26
Zudio,India,Uttar Pradesh,Chhattisgarh,Women,Skirts,75,436578,Rented,17-01-2022,1000,Patricia Martin,M98,"096 Charles Haven Josephland, ID 64285",9 AM - 8 PM,17,Not Available,"CCTV, Alarm",39610,14-07-2024,July,431117,Anna Chaney,618,2988,2,2390.4,5976,2024,7,14
Zudio,India,Gujarat,Kanpur,Men,Skirts,43,403501,Owned,25-02-2020,950,Elizabeth Stevens,M68,"3419 Williams Green Apt. 094 Lake Jefftown, ME 10042",10 AM - 7 PM,20,Not Available,Alarm,98796,01-04-2024,April,139280,Christopher Hunt,359,1329,8,4252.8,10632,2024,4,1
Zudio,India,West Bengal,New Delhi,Men,Sweaters,57,433906,Owned,06-06-2020,1200,Gregory Lee,M26,"PSC 3855, Box 4775 APO AA 00516",11 AM - 8 PM,10,Available,Alarm,52105,16-03-2024,March,377060,Luis Green,926,1137,5,2274,5685,2024,3,16
Zudio,India,West Bengal,Kolhapur,Kids,Hoodies,64,401644,Owned,16-08-2023,1000,Derek Dunn,M98,"5879 Karen Plaza Apt. 122 Penningtontown, DC 15430",10 AM - 7 PM,18,Not Available,,82464,17-07-2024,July,129425,Ricardo Wolfe,264,982,5,1964,4910,2024,7,17
Zudio,India,Tamil Nadu,Kochi,Women,Pants,27,431672,Owned,25-09-2022,1100,Alex Blanchard,M95,"3746 Timothy Land South Dominique, ND 24426",10 AM - 7 PM,16,Not Available,"CCTV, Alarm",99285,20-04-2024,April,384659,Martin Jones,950,2762,2,2209.6,5524,2024,4,20
Zudio,India,Maharashtra,Coimbatore,Women,Jackets,26,409790,Owned,16-03-2022,1000,Ray Williams,M62,"06882 Ashley Locks North Cameron, SC 74426",10 AM - 7 PM,7,Not Available,,46756,04-10-2024,October,336565,Monica Reed,544,1502,6,3604.8,9012,2024,10,4
Zudio,India,Rajasthan,Kanpur,Women,Jackets,93,402197,Rented,09-04-2021,1100,Brandon Johnson,M98,"34965 Williams Shore Meganside, AL 18867",10 AM - 9 PM,10,Not Available,"CCTV, Alarm",69008,04-07-2024,July,684456,Kelly Hardin,327,2218,5,4436,11090,2024,7,4
Zudio,India,Delhi,Bengaluru,Kids,Sweaters,62,409559,Rented,06-09-2023,1000,Amber Wilson,M80,"804 Gonzales Drive Brandonberg, IA 39172",11 AM - 8 PM,15,Available,"CCTV, Alarm",95788,16-04-2024,April,667724,Sarah Smith,312,2910,6,6984,17460,2024,4,16
Zudio,India,Delhi,Rajkot,Women,Sweaters,96,415091,Owned,13-10-2022,1300,Kelsey Taylor,M15,"343 Morrison Fork Shannonchester, MA 61008",10 AM - 7 PM,11,Available,CCTV,45237,14-07-2024,July,878745,Mary Miller,943,1616,7,4524.8,11312,2024,7,14
Zudio,India,West Bengal,Agra,Kids,Shirts,6,433949,Owned,17-03-2020,1400,Joshua Contreras,M40,"0439 Huerta Common Apt. 275 East Lauren, VT 71114",9 AM - 8 PM,16,Available,CCTV,12784,25-09-2024,September,404893,Michelle Padilla,764,2777,8,8886.4,22216,2024,9,25
Zudio,India,Gujarat,Rajkot,Men,Pants,7,420402,Owned,06-04-2023,950,John Stuart,M86,"2610 Jay Ferry Suite 175 Lake Michelle, TX 21919",9 AM - 8 PM,6,Available,Alarm,17777,18-04-2024,April,228381,Jessica Butler,522,957,2,765.6,1914,2024,4,18
Zudio,India,Tamil Nadu,Pondicherry,Men,Jeans,39,411388,Rented,16-08-2023,1100,Alec Perez,M42,"7830 Green Forge Suite 980 Monicafort, ME 61969",9 AM - 8 PM,6,Not Available,Alarm,44142,11-10-2024,October,791660,Michael Bishop,445,2422,3,2906.4,7266,2024,10,11
Zudio,India,Rajasthan,Nashik,Men,Dresses,30,405884,Owned,28-09-2021,1300,Stephanie Cook,M96,"8077 Herring Vista Campbellberg, NY 28541",11 AM - 8 PM,3,Not Available,"CCTV, Alarm",88423,19-06-2024,June,104952,Marcus Lawrence,466,1776,2,1420.8,3552,2024,6,19
Zudio,India,Uttar Pradesh,Kochi,Men,Jeans,72,438810,Rented,03-10-2024,950,Victoria Black,M89,"9659 Carl Valleys Salasport, GA 16362",10 AM - 9 PM,4,Not Available,,80985,24-03-2024,March,209083,Maurice Moore,586,1046,4,1673.6,4184,2024,3,24
Zudio,India,Tamil Nadu,Vadodara,Men,Sweaters,19,403880,Owned,04-10-2020,950,Geoffrey Hughes,M55,"942 Fowler Fork Suite 500 Andersonville, HI 23724",10 AM - 9 PM,7,Not Available,Alarm,86356,09-04-2024,April,371629,Amanda Avery,349,909,2,727.2,1818,2024,4,9
Zudio,India,Delhi,Rajkot,Kids,Shoes,55,437951,Owned,07-11-2020,1200,Jill Molina,M38,"887 Monica Brook Bakerhaven, ME 98917",10 AM - 9 PM,3,Not Available,CCTV,73147,25-07-2024,July,404711,Rebecca Hartman,702,752,3,902.4,2256,2024,7,25
Zudio,India,Uttar Pradesh,Thane,Kids,Jeans,71,428913,Rented,28-08-2024,1300,Paul Shah,M13,"8219 Rubio Circles Lake Michael, MN 98402",11 AM - 8 PM,13,Not Available,"CCTV, Alarm",39179,16-05-2024,May,868609,Mr. Jeffrey Thompson,721,904,5,1808,4520,2024,5,16
Zudio,India,Rajasthan,Visakhapatnam,Kids,T-shirts,94,413087,Rented,11-09-2021,1300,Cody Sanders,M37,"043 Katie Canyon Apt. 929 Lake Melissa, KY 12728",9 AM - 8 PM,5,Available,,45998,15-06-2024,June,708040,Perry Johnson,354,761,4,1217.6,3044,2024,6,15
Zudio,India,Karnataka,Lucknow,Women,Tops,28,409653,Rented,22-01-2023,1400,Heather Thomas,M24,"09302 Solomon Village Suite 645 West Jonathanhaven, NJ 88494",10 AM - 7 PM,16,Available,"CCTV, Alarm",83508,24-02-2024,February,185884,Joshua Williams,655,1598,7,4474.4,11186,2024,2,24
Zudio,India,Gujarat,Satara,Women,Jeans,59,416925,Owned,23-11-2024,1300,Pamela Hunter MD,M72,USNV Gomez FPO AE 93430,9 AM - 8 PM,7,Not Available,CCTV,23501,03-03-2024,March,750584,Caitlin Ward,437,1956,2,1564.8,3912,2024,3,3
Zudio,India,Delhi,Thane,Women,Pants,68,413707,Owned,24-06-2020,1000,Glenn Santana,M63,"2190 Amber Inlet Apt. 388 Lake Robertbury, CO 94466",10 AM - 7 PM,17,Available,CCTV,89138,06-09-2024,September,714882,Paul Miller,565,1440,4,2304,5760,2024,9,6
Zudio,India,Tamil Nadu,Bhopal,Women,Jeans,88,415101,Owned,10-08-2020,1400,Spencer Johnson,M2,"8065 Spencer Fort Georgeberg, NM 23567",11 AM - 8 PM,13,Not Available,Alarm,71066,09-09-2024,September,169882,Sharon Tran,223,2550,4,4080,10200,2024,9,9
Zudio,India,Tamil Nadu,Jammu,Women,Sweaters,86,423708,Rented,01-01-2022,1100,David Coleman,M5,"974 Kenneth Squares West Joseph, NC 55450",10 AM - 9 PM,9,Available,"CCTV, Alarm",71944,19-10-2024,October,144976,Jessica Myers,373,1083,6,2599.2,6498,2024,10,19
Zudio,India,Tamil Nadu,Chhattisgarh,Kids,Sweaters,14,409684,Rented,20-01-2021,1000,Stephanie Watts,M94,"3304 Charlotte Hill Apt. 292 South Michellemouth, NM 79321",9 AM - 8 PM,12,Available,,14436,05-02-2024,February,529644,Shannon Cook,564,2069,5,4138,10345,2024,2,5
Zudio,India,West Bengal,Pondicherry,Women,Sweaters,82,427073,Owned,04-12-2022,1300,Kelly Lambert,M9,"80791 Matthew Fork North Keith, AL 66162",10 AM - 7 PM,20,Available,Alarm,64542,17-09-2024,September,230086,Jessica Jackson,746,2471,5,4942,12355,2024,9,17
Zudio,India,Uttar Pradesh,Ahmedabad,Women,Hoodies,46,438923,Rented,20-11-2022,800,Justin Thomas,M58,"57167 Fletcher Street Apt. 757 Carpenterview, AR 18741",9 AM - 8 PM,4,Not Available,,89202,19-05-2024,May,981445,Cynthia Hunter,817,2350,1,940,2350,2024,5,19
Zudio,India,West Bengal,Madurai,Women,Hoodies,77,421617,Rented,14-04-2023,800,Jennifer Daniels,M18,"8314 Mata Forge Suite 097 West Seanshire, NV 78274",9 AM - 8 PM,6,Available,"CCTV, Alarm",65996,05-09-2024,September,675102,Thomas Bowen,212,1447,4,2315.2,5788,2024,9,5
Zudio,India,Delhi,Rajkot,Kids,Hoodies,88,418679,Owned,08-09-2020,1200,Edward Jacobson,M50,"46260 Gonzales Track Apt. 534 East Russell, AL 63328",11 AM - 8 PM,20,Not Available,CCTV,41084,16-01-2024,January,809001,Doris James,506,1411,7,3950.8,9877,2024,1,16
Zudio,India,Uttar Pradesh,Varanasi,Women,Dresses,12,421024,Rented,21-06-2020,1400,Frederick Chambers,M73,"73513 Martin Forks Suite 308 New Christopherberg, ID 65720",10 AM - 7 PM,14,Available,CCTV,95599,17-07-2024,July,494685,Mr. Shaun Hunter,279,1218,3,1461.6,3654,2024,7,17
Zudio,India,Delhi,Solapur,Kids,Pants,42,411273,Owned,22-01-2024,800,Angela Phillips,M25,"3727 Medina Plains Suite 291 Salashaven, MN 57596",10 AM - 7 PM,3,Available,Alarm,88531,14-10-2024,October,959917,David James,286,2941,2,2352.8,5882,2024,10,14
Zudio,India,Uttar Pradesh,Pondicherry,Women,Shoes,66,412495,Owned,02-03-2023,1100,Amanda Garner,M13,Unit 2672 Box 4710 DPO AA 03740,11 AM - 8 PM,10,Not Available,Alarm,76699,26-11-2024,November,340119,Danielle Newton,532,1905,4,3048,7620,2024,11,26
Zudio,India,Uttar Pradesh,Visakhapatnam,Women,Sweaters,25,400686,Rented,06-02-2020,1000,Nicholas Kelly,M94,"8267 Andrea Meadow Apt. 584 Port Ricky, NM 82595",10 AM - 7 PM,17,Available,Alarm,14700,24-06-2024,June,661997,Alexander Moss,262,929,1,371.6,929,2024,6,24
Zudio,India,Delhi,Solapur,Women,Sweaters,89,414441,Owned,06-10-2024,1200,Gabriel Smith,M8,"8401 Ronald Dam North Josephburgh, OH 26405",9 AM - 8 PM,5,Not Available,Alarm,48672,02-10-2024,October,589637,Sandra Velasquez,368,2274,2,1819.2,4548,2024,10,2
Zudio,India,Uttar Pradesh,Nashik,Women,Dresses,39,417346,Owned,30-04-2020,950,Michael Walker,M3,"31918 Jeffrey Lights Apt. 008 West Abigail, IA 88667",9 AM - 8 PM,8,Not Available,,92763,13-09-2024,September,519193,Mathew Allison,814,1026,8,3283.2,8208,2024,9,13
Zudio,India,Delhi,Hyderabad,Women,Shoes,32,404253,Rented,30-01-2022,800,John Calhoun MD,M20,"3210 Samuel Turnpike Suite 718 West Regina, GA 13789",10 AM - 9 PM,17,Available,Alarm,60551,24-11-2024,November,763334,Amanda Cruz,981,1831,7,5126.8,12817,2024,11,24
