Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Contact Information,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Zudio,India,Maharashtra,Rajkot,Women,Skirts,58,416768,Owned,2023-01-17,1200,Alyssa Sawyer,M16,"8316 Bruce Knolls Burkemouth, NH 60760",001-906-518-9942,10 AM - 9 PM,19,Not Available,"CCTV, Alarm",99471,2024-10-16,October,637131,Megan Villanueva,501,674,3,808.8000000000001
Zudio,India,Uttar Pradesh,Aurangabad,Kids,Sweaters,73,404669,Owned,2020-12-24,800,Kyle Anderson,M47,"3054 Johnson Run Apt. 783 Michaelside, MN 75457",472-869-1621x7636,11 AM - 8 PM,7,Not Available,"CCTV, Alarm",13934,2024-07-12,July,937453,Linda Kim,959,585,6,1404.0
Zudio,India,Karnataka,Nagpur,Women,Sweaters,74,439383,Owned,2024-02-28,1300,Donald Wells,M35,"948 Moreno Crest Turnerborough, PA 78566",(876)816-6871,11 AM - 8 PM,13,Available,CCTV,78271,2024-04-24,April,923361,Robert Velez,837,1269,4,2030.4
Zudio,India,West Bengal,Madurai,Men,Hoodies,97,432586,Owned,2023-07-27,1000,Joshua Rivera,M13,"3900 Ortega Radial Shafferside, TX 74447",783-181-1570,10 AM - 7 PM,14,Not Available,CCTV,14952,2024-04-17,April,589936,Cody Hernandez,955,661,4,1057.6000000000001
Zudio,India,Maharashtra,Ranchi,Women,Hoodies,47,409454,Owned,2021-08-28,1200,Lindsay Howard,M80,"35923 Gould Path Apt. 092 Colemanfurt, VA 53268",699.455.9942,10 AM - 9 PM,19,Available,None,38252,2024-05-01,May,492495,Anthony Scott,580,2377,6,5704.8
Zudio,India,Gujarat,Surat,Women,Shirts,55,430150,Rented,2022-08-09,1200,Amber Parker,M47,"49145 Mckenzie Passage Apt. 082 Austinberg, KS 56277",001-893-568-6546,11 AM - 8 PM,6,Available,"CCTV, Alarm",98105,2024-08-18,August,821077,Luis Lee,222,1906,5,3812.0
Zudio,India,Gujarat,Noida,Men,Pants,64,426417,Owned,2023-07-03,1100,William Glenn,M25,"0962 Cummings Harbor Suite 202 Lake Reginaldtown, OK 57589",902-257-2735,11 AM - 8 PM,18,Not Available,None,81981,2024-10-09,October,550771,Laura Wang,897,686,8,2195.2000000000003
Zudio,India,Uttar Pradesh,Meerut,Kids,Tops,74,406555,Rented,2022-10-03,1000,Jon Clark,M79,"95132 Hester Mountain Apt. 685 Bryanmouth, OH 82194",001-142-128-6413x9431,9 AM - 8 PM,5,Available,CCTV,50570,2024-11-14,November,903356,Tommy Obrien,283,556,8,1779.2
Zudio,India,Gujarat,Satara,Kids,Jackets,86,433023,Rented,2022-11-25,1100,Elizabeth Murphy,M40,"463 Duncan Tunnel Bryanside, NV 67578",(843)465-8164,10 AM - 9 PM,12,Available,None,37139,2024-11-20,November,657402,Melissa Estrada,696,923,6,2215.2000000000003
Zudio,India,Karnataka,Hyderabad,Women,Shirts,74,404968,Rented,2021-06-16,1400,Jason Wu,M81,"32755 Burton Plaza Suite 836 Sandersburgh, NE 46155",+1-849-347-7126,10 AM - 7 PM,17,Not Available,"CCTV, Alarm",96016,2024-03-30,March,556959,Jessica Barr,389,1351,4,2161.6
Zudio,India,Maharashtra,Thane,Kids,Shirts,52,416797,Owned,2020-03-24,950,Tracey Allen,M10,"598 Alyssa Passage Apt. 193 West Kathrynland, WI 94900",(521)143-9657x360,9 AM - 8 PM,10,Available,"CCTV, Alarm",30779,2024-10-04,October,884784,William Williams,749,746,7,2088.8
Zudio,India,Karnataka,Thane,Women,Hoodies,77,431069,Rented,2021-04-24,800,Pamela Hall,M17,"7123 Sharon Causeway Melissatown, DE 54213",001-875-587-5541x840,11 AM - 8 PM,12,Available,Alarm,23259,2024-04-23,April,446241,Austin Rodriguez,454,1714,2,1371.2
Zudio,India,Uttar Pradesh,Patna,Kids,Sweaters,32,430253,Owned,2023-05-31,1300,Kim Garner,M73,"14555 Green Flats East Joseph, KS 54234",6768270696,10 AM - 7 PM,17,Available,None,96940,2024-12-01,December,432828,Shelia Curtis,306,2457,3,2948.4
Zudio,India,Uttar Pradesh,Meerut,Women,Shirts,57,421290,Owned,2024-08-31,950,Erica Green,M13,"1426 Bonnie Radial East David, ND 28049",294.221.2640x512,10 AM - 9 PM,10,Not Available,Alarm,79388,2024-01-13,January,839767,Tracy Alvarado,944,1094,6,2625.6000000000004
Zudio,India,Rajasthan,Nashik,Kids,Jeans,38,404756,Owned,2020-04-24,1300,Andrew Moore,M14,"8592 Wright Flats Apt. 486 Kaylaville, WV 92103",876.514.7985x51999,10 AM - 7 PM,7,Not Available,CCTV,88788,2024-06-16,June,934102,Christopher Taylor,258,1061,2,848.8000000000001
Zudio,India,Gujarat,Pune,Kids,Shirts,22,416739,Rented,2022-08-04,1000,David Hall,M1,"094 Williams Station Michelleberg, WI 58225",424.190.9354x0516,9 AM - 8 PM,6,Available,Alarm,61408,2024-07-15,July,822224,Vincent Ramos,205,1537,8,4918.400000000001
Zudio,India,Gujarat,Kolhapur,Men,Hoodies,57,400707,Rented,2021-09-05,1300,Travis Delacruz,M26,"5956 Rodriguez Orchard Wilsonside, LA 84733",188.733.1963x14110,11 AM - 8 PM,18,Not Available,None,33351,2024-07-05,July,280350,Grace Alvarez,484,2240,4,3584.0
Zudio,India,Uttar Pradesh,Kolkata,Women,Jackets,89,429626,Owned,2022-05-02,1400,Steven Parsons,M39,"57401 Dawn Lights East Monicaport, VT 26936",(260)542-0229x93601,10 AM - 7 PM,9,Not Available,None,57998,2024-03-25,March,657522,Amy Lewis,723,897,7,2511.6000000000004
Zudio,India,Uttar Pradesh,Kolkata,Women,T-shirts,90,400743,Owned,2020-07-02,1300,Robert Martinez,M73,Unit 8279 Box 0591 DPO AE 98155,(897)767-0667,10 AM - 9 PM,14,Available,CCTV,18159,2024-12-01,December,189249,Brandon Ballard,311,647,4,1035.2
Zudio,India,West Bengal,Kochi,Women,Pants,94,406775,Rented,2023-02-24,1200,Valerie Cox,M50,"166 Melissa Motorway Apt. 352 Port Sheliaberg, AR 38410",(838)811-4351,9 AM - 8 PM,12,Not Available,CCTV,69813,2024-01-20,January,525621,Brett Tate,590,1337,5,2674.0
Zudio,India,Delhi,Rajkot,Women,Jeans,62,409659,Owned,2022-04-04,1000,Gregory Reynolds,M35,"152 Shelby Squares Apt. 779 East Kimton, TX 12527",113.987.6146,9 AM - 8 PM,13,Not Available,Alarm,70382,2024-08-14,August,465850,John Chandler,637,1888,5,3776.0
Zudio,India,Maharashtra,Kolhapur,Women,Sweaters,41,433941,Rented,2022-10-25,1100,Amanda Hansen,M93,"20957 Crystal Street Port Sarahside, CO 62173",(091)318-9023,11 AM - 8 PM,12,Not Available,"CCTV, Alarm",91857,2024-11-07,November,690569,Jonathan Hodges,830,1472,3,1766.4
Zudio,India,Delhi,Varanasi,Kids,T-shirts,18,424579,Rented,2024-11-10,1200,Willie Lane,M73,"4102 Scott Cape Apt. 231 Johnborough, WI 58613",703.680.3263,10 AM - 9 PM,20,Not Available,"CCTV, Alarm",23854,2024-01-03,January,779752,Sarah Vasquez,757,1372,7,3841.6000000000004
Zudio,India,Uttar Pradesh,Hyderabad,Men,Jackets,61,420745,Rented,2021-02-22,1000,Elizabeth West DVM,M50,"8123 Ronald Junctions South Aaron, ME 34013",001-862-638-2276,11 AM - 8 PM,5,Not Available,None,22627,2024-11-05,November,447273,Noah Garcia,852,2504,1,1001.6
Zudio,India,Delhi,Ahmedabad,Kids,Sweaters,39,415944,Owned,2020-04-03,1400,Valerie Taylor,M64,"26941 Morris Lock Suite 635 Robinsonhaven, VA 63160",+1-150-043-3322x5991,11 AM - 8 PM,17,Not Available,"CCTV, Alarm",29473,2024-01-01,January,121595,Janice Simmons,211,2414,1,965.6
Zudio,India,Gujarat,Lucknow,Men,Jeans,28,438623,Owned,2023-09-22,1400,Richard Terry,M42,"5422 Holly Wells Justinview, KY 57346",001-296-193-2698x76821,10 AM - 7 PM,5,Available,Alarm,71093,2024-02-20,February,202009,Julia Cooper,566,2533,1,1013.2
Zudio,India,Gujarat,Kochi,Women,Sweaters,1,414600,Rented,2022-06-07,1300,Jonathan Reed,M78,"893 Perry Harbors West Annhaven, NY 72717",006-029-5389,10 AM - 7 PM,10,Available,None,40775,2024-04-05,April,635545,Alisha Marshall,767,536,4,857.6
Zudio,India,West Bengal,Bhopal,Women,Jackets,8,415306,Rented,2024-01-13,1100,Carly Gray,M33,"774 Jason Ranch Port Lindsey, MN 96168",629.250.0389x4032,10 AM - 7 PM,16,Available,Alarm,14037,2024-09-16,September,805460,Steven Johnson,378,561,2,448.8
Zudio,India,Rajasthan,Satara,Kids,Sweaters,42,419009,Owned,2021-12-03,800,Amy Padilla,M39,"73036 Erika Lane Fritzside, PA 25911",+1-332-333-0665x0353,10 AM - 7 PM,11,Available,CCTV,54697,2024-10-20,October,328461,Emily Gonzalez,854,796,1,318.40000000000003
Zudio,India,Uttar Pradesh,Varanasi,Women,T-shirts,43,405491,Owned,2020-12-19,1200,Mathew Romero,M58,"211 Tamara Loaf New Nathanielton, MT 70867",395-992-2380,9 AM - 8 PM,5,Available,"CCTV, Alarm",84931,2024-08-02,August,437323,Kevin Robinson,652,1540,8,4928.0
Zudio,India,Karnataka,Lucknow,Men,Pants,45,421649,Owned,2021-01-18,800,Shelby Levy,M15,"595 Humphrey Run Apt. 363 West Ashley, DC 23468",974-879-7597x0436,11 AM - 8 PM,10,Not Available,CCTV,19116,2024-02-14,February,118375,Lucas Sanchez,900,2816,8,9011.2
Zudio,India,Maharashtra,Meerut,Women,Skirts,96,416390,Owned,2020-04-08,1300,Darren Sanchez,M85,"02298 Nolan Haven Apt. 058 Scottshire, PA 81594",4125934916,10 AM - 7 PM,19,Available,Alarm,72200,2024-10-12,October,386780,Dominique Taylor,842,1756,6,4214.400000000001
Zudio,India,Tamil Nadu,Chhattisgarh,Women,Hoodies,76,418903,Owned,2024-05-22,1400,Joanna Sanders,M95,"64161 Brandy Station Suite 578 West Stephenstad, AR 70268",661-780-1900x394,11 AM - 8 PM,19,Available,None,68419,2024-09-30,September,859256,Samantha Anderson,673,1396,3,1675.2
Zudio,India,Tamil Nadu,New Delhi,Kids,Hoodies,48,407992,Rented,2023-08-08,1100,Jessica White,M65,"81613 Ortega Parkway Apt. 592 East Adamside, FL 32239",001-785-311-7925x5738,9 AM - 8 PM,13,Not Available,Alarm,99688,2024-06-19,June,391870,Andrew Warner,548,1765,5,3530.0
Zudio,India,Karnataka,Rajkot,Men,Tops,67,439761,Owned,2022-04-08,1400,Dr. Amber Grimes,M46,"578 Smith Estates Allisonburgh, WA 42007",+1-472-549-1077x9246,11 AM - 8 PM,8,Not Available,None,10722,2024-11-19,November,941027,Krystal Stewart,798,708,1,283.2
Zudio,India,Uttar Pradesh,Ahmedabad,Women,Dresses,96,424878,Rented,2020-12-02,800,Kim King,M9,"0070 Martinez Rue East Donaldhaven, MA 21872",001-771-262-2526,9 AM - 8 PM,14,Available,"CCTV, Alarm",81916,2024-10-30,October,925881,Mary Gonzalez,537,1057,4,1691.2
Zudio,India,Tamil Nadu,Nagpur,Kids,Jeans,98,431192,Owned,2020-03-07,1300,Mary Baker,M86,"478 James Port Molinaland, MI 56095",001-319-933-6557x298,10 AM - 9 PM,12,Available,None,35798,2024-03-24,March,689891,Eric Krause,216,1130,8,3616.0
Zudio,India,Tamil Nadu,Kanpur,Kids,Skirts,62,437239,Rented,2020-04-28,950,Linda Edwards,M13,"580 Garrison Route South Rebeccachester, MI 71040",300-509-6780x366,10 AM - 7 PM,5,Available,CCTV,22099,2024-02-19,February,603099,Taylor Bryant,279,1073,7,3004.4
Zudio,India,Uttar Pradesh,Varanasi,Women,Pants,13,406905,Rented,2023-11-08,800,Deborah Coleman,M32,"2606 Victoria Cape Crystalburgh, KY 21265",(430)039-4646x03141,10 AM - 9 PM,12,Available,None,64033,2024-11-16,November,208884,Brittany Barnes,888,1030,5,2060.0
Zudio,India,Gujarat,Aurangabad,Men,Hoodies,30,417628,Rented,2021-05-23,1200,Lindsey Schneider,M20,"911 Timothy Skyway East Brandon, OH 34058",404-298-5046,11 AM - 8 PM,4,Not Available,Alarm,11153,2024-10-18,October,606958,Jose Krueger,635,2805,8,8976.0
Zudio,India,Uttar Pradesh,Chandigarh,Men,Shirts,43,403345,Rented,2021-12-31,1300,Juan Trevino,M22,"7966 Duncan Terrace Lake Brandonburgh, NJ 75304",348.454.1004,11 AM - 8 PM,16,Not Available,CCTV,81831,2024-08-22,August,947385,Thomas Evans,436,2931,5,5862.0
Zudio,India,Gujarat,Surat,Men,Shirts,39,405273,Owned,2022-12-30,1200,Rebecca Jenkins,M46,"20266 Sellers Manors Apt. 487 West Kellyfort, TN 96076",543-992-5130,10 AM - 9 PM,17,Not Available,CCTV,64521,2024-05-18,May,907235,Kathy Stewart,295,2619,3,3142.8
Zudio,India,Gujarat,Nashik,Kids,Pants,45,402025,Owned,2023-08-22,1300,Tina Lee,M19,"0070 Amy Lakes Port Nathanmouth, KS 18726",989-225-3433,11 AM - 8 PM,16,Not Available,"CCTV, Alarm",28532,2024-07-14,July,979976,Nathan Olson,493,2018,1,807.2
Zudio,India,Tamil Nadu,Mysuru,Women,Pants,71,416342,Rented,2021-06-20,1300,Jeremiah Hayes,M65,Unit 0428 Box 7831 DPO AA 25440,356.401.8097,9 AM - 8 PM,5,Available,CCTV,85523,2024-07-16,July,793575,Douglas Wells,397,656,8,2099.2000000000003
Zudio,India,Uttar Pradesh,Nashik,Kids,Jackets,74,435445,Rented,2023-01-11,800,Timothy Sparks,M3,"790 Murphy Spring West Samuel, NM 92812",+1-980-896-3672x6390,10 AM - 7 PM,13,Available,Alarm,16503,2024-05-20,May,597331,Elizabeth Wiggins,538,700,1,280.0
Zudio,India,Delhi,Jalna,Women,Pants,69,439458,Owned,2024-09-14,1000,Scott Trujillo,M43,"55705 Barnett Vista Apt. 339 New Megan, SD 27360",(011)661-3524x67274,9 AM - 8 PM,17,Available,"CCTV, Alarm",62860,2024-07-07,July,235896,Christopher Phelps,815,1241,2,992.8000000000001
Zudio,India,Tamil Nadu,Ahmedabad,Kids,Hoodies,49,435429,Rented,2020-03-21,1300,Eric Allen,M41,"66361 Greer Walks East Jenniferfort, ME 78696",901.255.9622,10 AM - 7 PM,8,Available,Alarm,24611,2024-01-01,January,536058,Richard Doyle,252,1630,1,652.0
Zudio,India,West Bengal,Visakhapatnam,Kids,Sweaters,73,400019,Rented,2021-12-25,1000,Victor Soto,M77,"70725 James Rapid Apt. 936 West Sean, GA 62896",+1-475-418-0671x02062,10 AM - 7 PM,3,Not Available,Alarm,38726,2024-08-24,August,259882,Donald Gray,463,2034,6,4881.6
Zudio,India,Maharashtra,New Delhi,Men,Jackets,59,436384,Rented,2022-12-23,1200,Teresa Curtis,M89,"65308 Thompson Expressway Alyssashire, IN 30627",+1-910-901-1734x63286,11 AM - 8 PM,20,Available,"CCTV, Alarm",57647,2024-06-21,June,451340,William Arnold,924,1553,5,3106.0
Zudio,India,Karnataka,Coimbatore,Men,Skirts,81,431304,Rented,2020-11-27,950,Robert Gonzalez,M97,"037 Harris Prairie Suite 345 Lake Kimberly, TX 42571",1406569641,11 AM - 8 PM,18,Available,CCTV,11420,2024-03-21,March,422840,Jasmin Turner,899,2696,2,2156.8
Zudio,India,Tamil Nadu,Visakhapatnam,Women,Dresses,8,435474,Rented,2022-01-22,1100,Courtney Morton,M39,"685 Oneal Inlet Terriport, DE 26014",001-284-687-9108x4311,10 AM - 7 PM,3,Available,None,37027,2024-10-27,October,315596,Johnathan Morrison,683,1192,4,1907.2
Zudio,India,West Bengal,Solapur,Kids,Shoes,100,405808,Owned,2022-04-08,950,Lance Kelly,M19,"398 Barnett Shores Apt. 561 South Matthewport, GA 26764",256-620-5907,9 AM - 8 PM,6,Not Available,Alarm,14626,2024-08-23,August,126444,Thomas Underwood,447,1785,6,4284.0
Zudio,India,Maharashtra,Mysuru,Men,Sweaters,89,404890,Rented,2020-07-05,1200,Jeffery Woods,M33,"624 Brian Knoll Apt. 381 Lake James, CA 55804",674.360.1189,10 AM - 7 PM,17,Not Available,None,75299,2024-03-25,March,180658,Lisa Carter,454,650,7,1820.0
Zudio,India,Tamil Nadu,Chhattisgarh,Men,Shirts,64,415949,Owned,2021-07-26,1200,Shawna Silva,M49,"05596 Dillon Forest Apt. 920 Andrewfurt, NM 88133",001-194-529-8800x52908,10 AM - 7 PM,7,Available,CCTV,39484,2024-01-28,January,124864,Kathleen Shah,526,526,5,1052.0
Zudio,India,Rajasthan,Goa,Women,Shoes,24,433714,Rented,2023-11-03,1000,Anthony Combs,M95,"027 Joshua Route West Jessica, WA 74250",+1-204-985-7686,11 AM - 8 PM,17,Not Available,CCTV,76140,2024-02-09,February,310116,Joseph Mendoza,882,557,7,1559.6000000000001
Zudio,India,West Bengal,Chennai,Men,Tops,99,417491,Owned,2021-10-17,1400,Kevin Brown,M76,"252 Williams Ports Apt. 382 Michaelmouth, OH 85069",653-000-9283x8301,9 AM - 8 PM,13,Available,None,58994,2024-09-11,September,582048,Mr. Jeffery Thomas MD,951,2015,7,5642.0
Zudio,India,West Bengal,Ahmedabad,Men,Sweaters,11,423873,Owned,2023-03-23,1000,Kenneth Mendez,M75,"8868 Barbara Club Apt. 098 Sullivanstad, IA 66849",106-843-2902x388,10 AM - 7 PM,10,Available,CCTV,48730,2024-02-04,February,899093,Crystal Kelley,696,2709,4,4334.400000000001
Zudio,India,Delhi,Jammu,Kids,Jeans,50,419797,Rented,2020-07-04,1400,Jose Knight,M5,"857 Rodriguez Extensions Apt. 585 Lake Gavinview, GA 50916",(521)526-3769x6126,10 AM - 7 PM,7,Available,CCTV,56813,2024-08-25,August,229390,Yolanda Cervantes,602,2466,1,986.4000000000001
Zudio,India,Maharashtra,Goa,Women,Jeans,2,437058,Rented,2022-07-16,1200,Robert Wise,M77,"1576 Pugh Shores Valeriemouth, MD 56829",(962)398-7534,9 AM - 8 PM,3,Available,CCTV,27699,2024-02-16,February,797095,Diana Camacho,376,1699,3,2038.8000000000002
Zudio,India,Delhi,Guwahati,Kids,Pants,61,404120,Rented,2023-06-01,1100,Ryan Martinez,M61,"60995 Smith Fall South Alice, OH 20992",(485)802-0273,10 AM - 9 PM,15,Not Available,"CCTV, Alarm",11045,2024-06-25,June,940490,Caitlin Harris,828,2496,5,4992.0
Zudio,India,Tamil Nadu,Surat,Men,Skirts,83,409174,Owned,2021-09-09,800,Joshua Vasquez,M14,"4864 Elizabeth Ramp Lake George, ME 44568",6291831898,11 AM - 8 PM,11,Available,Alarm,96210,2024-03-28,March,935585,Rebecca Martin,769,2963,4,4740.8
Zudio,India,West Bengal,Lucknow,Kids,Jackets,61,402370,Rented,2020-07-21,1200,Wendy Hart,M95,"5300 White Loaf Suite 281 Billytown, TX 58311",+1-918-209-9638x3524,10 AM - 7 PM,12,Not Available,CCTV,59785,2024-06-02,June,611208,Christopher Riley,485,1021,3,1225.2
Zudio,India,Rajasthan,Noida,Men,Jeans,3,412273,Owned,2024-08-31,1400,Christopher Garcia,M52,"1078 Jerry Alley Suite 040 Alexandraborough, OH 59002",+1-089-555-3511x80626,11 AM - 8 PM,13,Not Available,CCTV,23748,2024-05-02,May,202370,Monique Lopez,557,909,2,727.2
Zudio,India,Karnataka,Coimbatore,Women,T-shirts,12,436457,Rented,2021-08-14,1400,David Smith,M68,"967 Blair Valleys Josephborough, AL 45384",(444)698-1018,11 AM - 8 PM,11,Not Available,None,57441,2024-07-13,July,233097,David Nichols,801,1457,1,582.8000000000001
Zudio,India,Karnataka,Rajkot,Kids,T-shirts,72,430631,Owned,2021-06-19,1200,Joseph Long,M22,Unit 5865 Box 9091 DPO AA 15129,418.221.8746x42719,10 AM - 7 PM,9,Not Available,CCTV,35048,2024-09-22,September,769735,Danny Kelley,254,900,2,720.0
Zudio,India,Uttar Pradesh,Jammu,Men,Pants,55,404600,Owned,2024-08-29,1400,John Williams,M27,"1609 King Garden Apt. 151 West Melissa, WA 42613",(974)376-9308x29672,10 AM - 7 PM,11,Available,CCTV,36157,2024-04-22,April,467663,Michelle Thomas,662,2269,8,7260.8
Zudio,India,Delhi,Kolhapur,Kids,Jeans,68,403647,Owned,2022-01-20,1400,Mrs. Tara Morgan,M79,"9801 Page Park Mclaughlinfort, IA 37759",001-155-743-7686x243,10 AM - 7 PM,20,Available,"CCTV, Alarm",26891,2024-08-23,August,482829,Kathryn Hall,979,695,5,1390.0
Zudio,India,West Bengal,Visakhapatnam,Kids,Sweaters,41,419494,Owned,2023-12-24,1000,William Cantu,M28,"116 Thomas Village Suite 555 Munozview, MD 55203",(686)161-1190x807,11 AM - 8 PM,12,Not Available,None,42992,2024-11-27,November,414563,Jessica Wilson,808,2233,7,6252.400000000001
Zudio,India,Delhi,Surat,Women,Sweaters,73,415573,Rented,2020-05-29,1000,Hailey Mendoza,M84,"22108 Coleman Square Suite 825 New Timothybury, SC 16877",+1-190-100-5278x170,11 AM - 8 PM,20,Not Available,CCTV,81557,2024-03-07,March,330973,Michael Osborne,466,2657,5,5314.0
Zudio,India,Delhi,Indore,Men,Jackets,51,430701,Rented,2021-10-11,1000,Jacob Esparza,M13,"395 Rhonda Fort Lake Heather, MA 47594",+1-300-541-7139x862,10 AM - 7 PM,16,Not Available,Alarm,96732,2024-09-07,September,744855,Bonnie Avila,395,1496,8,4787.2
Zudio,India,Delhi,Jaipur,Kids,T-shirts,55,411181,Owned,2023-01-01,1400,Christopher Oliver,M37,"506 Chase Extensions Apt. 642 Lake Tyler, NJ 92795",789.064.4682x44485,11 AM - 8 PM,19,Available,CCTV,97871,2024-08-22,August,317924,Natasha Hunt,895,2938,6,7051.200000000001
Zudio,India,Rajasthan,Noida,Men,Pants,67,427833,Owned,2022-05-21,1100,Dennis Mullins,M84,"79562 Garcia Locks Apt. 427 West John, NJ 24183",365-793-7684,11 AM - 8 PM,7,Not Available,Alarm,26673,2024-08-07,August,681774,Christopher Turner,766,2196,4,3513.6000000000004
Zudio,India,West Bengal,Jammu,Kids,Shoes,29,417490,Owned,2020-03-13,1300,Emily Williams,M3,"153 Trevino Court Suite 435 South Waynebury, WY 24883",504-808-7937,11 AM - 8 PM,19,Not Available,"CCTV, Alarm",69534,2024-01-03,January,456575,Christina Cooper,779,2697,2,2157.6
Zudio,India,Delhi,Bengaluru,Men,Skirts,81,404537,Owned,2021-03-16,1000,Chelsey King,M32,"3257 Carolyn Freeway Jonathonchester, WV 27088",754.181.9433,10 AM - 7 PM,6,Available,Alarm,70396,2024-03-01,March,143309,David Smith,473,2043,4,3268.8
Zudio,India,Gujarat,Kolkata,Kids,T-shirts,58,417498,Owned,2021-02-03,1400,Megan Taylor,M73,"02145 Fritz Gateway Apt. 332 East Karenberg, ID 95404",+1-723-455-4867x023,10 AM - 7 PM,16,Not Available,Alarm,64790,2024-10-26,October,774973,Misty Erickson,383,527,8,1686.4
Zudio,India,Maharashtra,Thane,Women,Pants,63,420442,Owned,2020-05-15,1000,Sarah Hurst,M73,"7318 Kim Junctions Sanchezport, WI 68735",(356)411-8412,11 AM - 8 PM,18,Not Available,Alarm,66346,2024-10-16,October,155268,Crystal Weiss,314,2958,4,4732.8
Zudio,India,Karnataka,Varanasi,Kids,Tops,14,416771,Rented,2024-02-20,800,Antonio Mccoy,M31,"84804 Rojas Circle Apt. 589 New Amandaview, NV 21487",299.556.9028x811,11 AM - 8 PM,10,Available,CCTV,55392,2024-08-13,August,303536,Michelle Gardner,445,1646,2,1316.8000000000002
Zudio,India,Rajasthan,Solapur,Men,Tops,62,419362,Owned,2020-02-29,1400,David Hicks,M19,"331 Mark Junctions Lake Adamfurt, MO 12701",844.239.8636x989,11 AM - 8 PM,8,Available,CCTV,18174,2024-01-23,January,132605,Heather Rodriguez,502,803,5,1606.0
Zudio,India,Tamil Nadu,Kochi,Kids,Jeans,76,414699,Rented,2020-11-30,1400,Michelle Rivera,M27,"225 Russell Ramp Apt. 061 Elliottside, NM 61503",(696)618-4772x35568,9 AM - 8 PM,6,Not Available,CCTV,55052,2024-03-01,March,313073,Amanda Owens,910,581,1,232.4
Zudio,India,Rajasthan,Pune,Women,Sweaters,35,426508,Rented,2021-02-09,1100,Wendy Washington,M65,"242 Farmer Plaza Amandabury, WV 12275",905-532-7503x674,9 AM - 8 PM,15,Not Available,None,10927,2024-02-02,February,481850,Travis Garcia,585,2657,6,6376.8
Zudio,India,Rajasthan,Jalna,Kids,Jackets,60,426040,Rented,2024-03-03,1100,Andrea Castro,M53,"86843 Dixon Lights Apt. 584 Watsonberg, VA 31288",001-429-370-5448x93048,9 AM - 8 PM,5,Not Available,None,65722,2024-06-13,June,102050,Samantha Thomas,520,1375,3,1650.0
Zudio,India,Uttar Pradesh,Jaipur,Men,Skirts,44,434890,Rented,2020-08-14,950,Kaitlyn Young,M28,"26167 Clark Cape Taylorland, OK 51514",542-962-9787x37359,10 AM - 7 PM,14,Available,CCTV,33922,2024-06-30,June,598058,Taylor Pena,480,2151,6,5162.400000000001
Zudio,India,Gujarat,Lucknow,Kids,Dresses,13,433347,Owned,2020-10-06,1100,Morgan Hunter,M95,"800 Baker Field Suite 553 Suttonborough, CO 06974",599-069-7107x891,11 AM - 8 PM,3,Available,CCTV,78958,2024-05-03,May,764380,Jeffrey Carroll,861,2068,6,4963.200000000001
Zudio,India,Gujarat,Jalna,Men,Jeans,4,418739,Owned,2020-02-14,1300,Sarah Hartman,M99,"55217 Dawn Plains Suite 706 Alyssamouth, AL 93825",+1-913-359-5343,9 AM - 8 PM,7,Available,CCTV,36246,2024-01-31,January,761984,Benjamin Stewart,325,2812,8,8998.4
Zudio,India,Rajasthan,Mumbai,Men,Skirts,33,406350,Rented,2023-11-11,1400,Shannon Wilson MD,M27,"01840 Rose Plaza East Kathryn, VT 15479",+1-700-359-7251x36505,11 AM - 8 PM,16,Not Available,Alarm,16380,2024-06-13,June,747635,Cody Bridges,989,2017,2,1613.6000000000001
Zudio,India,Maharashtra,Vadodara,Men,Jackets,50,436904,Rented,2023-11-16,1200,Jamie Williams,M82,"470 Gibbs Pines Suite 902 East Coreyland, CT 13832",323-809-0033x46968,10 AM - 7 PM,11,Not Available,CCTV,89448,2024-05-19,May,661621,Kyle Werner,730,1459,1,583.6
Zudio,India,Tamil Nadu,Jammu,Women,Dresses,76,406228,Rented,2024-02-18,950,Krystal Brooks,M10,"8743 Vincent Parkway Suite 264 New Lancehaven, MI 87867",400.465.9420x23153,9 AM - 8 PM,11,Not Available,Alarm,16897,2024-01-06,January,366412,Sarah Mason,848,2751,5,5502.0
Zudio,India,Gujarat,Pune,Men,Dresses,18,414863,Rented,2021-12-30,1200,Janet Hendricks,M86,Unit 3223 Box 7667 DPO AA 06504,763.597.8987x997,11 AM - 8 PM,8,Not Available,Alarm,28759,2024-05-29,May,420592,Michelle Allison,539,1327,4,2123.2000000000003
Zudio,India,Tamil Nadu,Jaipur,Women,Sweaters,54,439111,Rented,2023-11-13,1100,Anthony Webb,M68,"3581 Roberts Shoals Dustinfurt, OH 72046",(651)333-8104x4795,10 AM - 9 PM,17,Available,Alarm,66458,2024-08-05,August,340473,Sara Watts,690,1670,8,5344.0
Zudio,India,Uttar Pradesh,Satara,Women,Hoodies,71,413459,Owned,2024-06-12,800,Anthony Larson,M2,"184 Erin Crossroad West Cherylside, UT 85916",+1-279-927-3601x21174,10 AM - 9 PM,4,Available,"CCTV, Alarm",81362,2024-03-23,March,646638,Stephanie Bennett,267,1260,5,2520.0
